"title","authors","year","venue","cited_by","is_oa","oa_url","doi","abstract","citing_anchor","id","type"
"Policy and oversight of corporate political activities and the cost of equity capital","Christofer Adrian; Mukesh Garg; Anh Viet Pham; Soon‐Yeow Phang; Cameron Truong","2022","Journal of Contemporary Accounting & Economics","6","False","","https://doi.org/10.1016/j.jcae.2022.100314","","Hassan2019_PRisk","https://openalex.org/W4281992816","article"
"The Colour of Finance Words","Diego Garcı́a; Xiaowen Hu; Maximilian Rohrer","2020","SSRN Electronic Journal","6","True","https://doi.org/10.2139/ssrn.3630898","https://doi.org/10.2139/ssrn.3630898","","Hassan2019_PRisk","https://openalex.org/W3091398556","article"
"Does Corporate Tax Avoidance Affect Firm Productivity?","Spyridon Gkikopoulos; Edward Lee; Konstantinos Stathopoulos","2021","SSRN Electronic Journal","6","True","https://doi.org/10.2139/ssrn.3856522","https://doi.org/10.2139/ssrn.3856522","","Hassan2019_PRisk","https://openalex.org/W3177011380","article"
"Political uncertainty and institutional herding","Konstantinos Gavriilidis; Vasileios Kallinterakis; Maurizio Montone","2021","SSRN Electronic Journal","6","True","https://doi.org/10.2139/ssrn.3887409","https://doi.org/10.2139/ssrn.3887409","","Hassan2019_PRisk","https://openalex.org/W3186817831","article"
"A Machine Learning Based Anatomy of Firm-level Climate Risk Exposure","Kai Li; Tingyu Yu","2022","SSRN Electronic Journal","6","True","https://doi.org/10.2139/ssrn.4025598","https://doi.org/10.2139/ssrn.4025598","","Hassan2019_PRisk","https://openalex.org/W4211132642","article"
"&lt;div&gt; WhiteBox inside Blackbox:&amp;nbsp;&lt;span&gt;Using interpretable language models to analyze financial narratives&amp;nbsp;&lt;/span&gt;&lt;/div&gt;&lt;div&gt; &lt;br&gt;&lt;/div&gt;","Sean Cao; Yongtae Kim; Angie Wang; Houping Xiao","2021","SSRN Electronic Journal","6","True","https://doi.org/10.2139/ssrn.3568504","https://doi.org/10.2139/ssrn.3568504","","Hassan2019_PRisk","https://openalex.org/W4237142500","article"
"Disclosing Labor Demand","Gurpal Sran","2021","SSRN Electronic Journal","6","True","https://doi.org/10.2139/ssrn.3964310","https://doi.org/10.2139/ssrn.3964310","","Hassan2019_PRisk","https://openalex.org/W4245003261","article"
"U.S. Firm-Level Political Risk and Real Earnings Management","Sadok El Ghoul; Mostafa Monzur Hasan; Ashrafee T Hossain; Abdullah Al Masum","2023","SSRN Electronic Journal","6","True","https://doi.org/10.2139/ssrn.4476557","https://doi.org/10.2139/ssrn.4476557","","Hassan2019_PRisk","https://openalex.org/W4381114315","article"
"Political Partisanship and Firm Value","Anqi Jiao; Honglin Ren","2023","SSRN Electronic Journal","6","True","http://dx.doi.org/10.2139/ssrn.4487999","https://doi.org/10.2139/ssrn.4487999","","Hassan2019_PRisk","https://openalex.org/W4382117296","article"
"Heads I Win, Tails It’s Chance: Mutual Fund Performance Self-attribution","Meng Wang","2023","SSRN Electronic Journal","6","True","http://dx.doi.org/10.2139/ssrn.4553526","https://doi.org/10.2139/ssrn.4553526","","Hassan2019_PRisk","https://openalex.org/W4386381988","article"
"Corporate Responses to Generative AI: Early Evidence from Conference Calls","Ning Jia; Ningzhong Li; Guang Ma; Da Xu","2024","SSRN Electronic Journal","6","True","https://doi.org/10.2139/ssrn.4736295","https://doi.org/10.2139/ssrn.4736295","","Hassan2019_PRisk","https://openalex.org/W4393077541","article"
"Political Sentiment and Credit Ratings","Mostafa Monzur Hasan; Ashrafee T Hossain; Haiyan Jiang","2024","SSRN Electronic Journal","6","True","http://dx.doi.org/10.2139/ssrn.4870527","https://doi.org/10.2139/ssrn.4870527","","Hassan2019_PRisk","https://openalex.org/W4400063884","article"
"The Sound of Uncertainty: Examining Managerial Acoustic Uncertainty in Conference Calls","Daniela De la Parra; John Gallemore","2024","SSRN Electronic Journal","6","True","https://doi.org/10.2139/ssrn.4883575","https://doi.org/10.2139/ssrn.4883575","","Hassan2019_PRisk","https://openalex.org/W4400484827","article"
"Sincere Action or Sweet Talk: How Do Firms Respond to Retail Investors’ Green Appeals?","Ling He; Shiyang Hu; Dongmin Kong; Xiao Li","2025","Journal of Business Ethics","5","False","","https://doi.org/10.1007/s10551-025-06078-7","","Hassan2019_PRisk","https://openalex.org/W4413074693","article"
"From awareness to action: The role of ESG committees in driving corporate ambidextrous green innovation","Yujie Huang; Guoqing Zhang; Xiaofeng Chen; Kerui Du","2025","Energy Economics","5","False","","https://doi.org/10.1016/j.eneco.2025.108835","","Hassan2019_PRisk","https://openalex.org/W4413210676","article"
"The effect of political risk on shareholder value and the mitigating role of corporate social responsibility (CSR)","Pattanaporn Chatjuthamard; Pornsit Jiraporn; Pattarake Sarajoti; Manohar Singh","2020","Managerial Finance","5","False","","https://doi.org/10.1108/mf-09-2019-0475","Purpose The study investigates the effect of political risk on shareholder value, using an event study and a novel measure of firm-level political risk recently developed by Hassan et al. (2017). In addition, the authors explore how corporate social responsibility (CSR) influences the effect of political risk on shareholder wealth. Design/methodology/approach The authors exploit the guilty plea of Jack Abramoff, a well-known lobbyist, on January 3, 2006, as an exogenous shock that made lobbying less effective and less useful in the future, depriving firms of an important tool to reduce political exposure. Findings The results show that the market reactions are significantly more negative for firms with more political exposure. Additional analysis corroborates the results, including propensity score matching, instrumental-variable analysis and Oster's (2019) method for testing coefficient stability. Finally, the authors note that the adverse effect of political risk on shareholder value is substantially mitigated for firms with strong social responsibility, consistent with the risk mitigation hypothesis. Originality/value This study is the first to explore the effect of political risk on shareholder value using a novel measure. Furthermore, it is also the first to show that CSR alleviates the cost of political risk to shareholders.","Hassan2019_PRisk","https://openalex.org/W3035744176","article"
